"","Identifiers","c_1","c_2","c_3","c_4","n_5","n_6","n_7","n_8","r_1","r_2","r_3","r_4","C_mean","N_mean","R_mean","C_sd","N_sd","R_sd","ANOVA_p","ANOVA_padj","hclust_clusters","Z_scores_c_1","Z_scores_c_2","Z_scores_c_3","Z_scores_c_4","Z_scores_n_5","Z_scores_n_6","Z_scores_n_7","Z_scores_n_8","Z_scores_r_1","Z_scores_r_2","Z_scores_r_3","Z_scores_r_4","N_vs_C_Ttest_p","N_vs_C_Ttest_padj","log(N/C)","R_vs_C_Ttest_p","R_vs_C_Ttest_padj","log(R/C)","R_vs_N_Ttest_p","R_vs_N_Ttest_padj","log(R/N)","missing_data_c_1","missing_data_c_2","missing_data_c_3","missing_data_c_4","missing_data_n_5","missing_data_n_6","missing_data_n_7","missing_data_n_8","missing_data_r_1","missing_data_r_2","missing_data_r_3","missing_data_r_4","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"806","HS105_MOUSE",-0.170741920370535,-2.85480235692099,0.297752303043158,2.1699901320441,0.963925645397648,-0.109529906293147,-0.0119067666841737,0.0891550888482655,-0.435310348493896,-1.75989924364499,-0.175419196713257,0.864528848484628,-0.139450460551066,0.232911015317148,-0.37652498509188,2.0735458506142,0.494047800306816,1.07978982740964,0.823568174500403,0.925112760585285,NA,-0.0599080816606506,-2.16493484944391,0.307517654141747,1.77585670196457,0.829977096017092,-0.011901365273732,0.0646614867520738,0.143921218835841,-0.267401033580084,-1.30623571950281,-0.0635763268937584,0.752023218643627,0.747696674492214,0.913178170405391,0.372361475868214,0.848097130944363,0.974355956488274,-0.237074524540814,0.36007172432895,0.848403079736876,-0.609436000409028,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q61699|HS105_MOUSE","sp|Q61699|HS105_MOUSE","27","25","25","Heat shock protein 105 kDa",1,27,25,25
"807","HS71A_MOUSE",-4.81735005136094,-1.09306870376227,-0.737167208968845,-5.524076632905,-0.665989863904787,-0.763462670824211,-0.60838200709939,-0.593246633839577,-1.47328858655012,-1.23375581081427,-0.994741412275722,-0.502751218954387,-3.04291564924926,-0.657770293916991,-1.05113425714863,2.47811462304803,0.0771166766478894,0.414515387421539,0.0942841360870817,0.733765936077016,NA,-1.89464201220984,0.28762993600589,0.496173216152147,-2.30875401128221,0.537880141323608,0.480765183456298,0.57163591812181,0.58050460912765,0.0648371051428843,0.20519321908246,0.345245585826086,0.633531109253219,0.149864041457278,0.790992442281521,2.38514535533227,0.206261160082256,0.844326366312773,1.99178139210064,0.152913658217832,0.848403079736876,-0.393363963231635,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q61696|HS71A_MOUSE;sp|P17879|HS71B_MOUSE","sp|Q61696|HS71A_MOUSE;sp|P17879|HS71B_MOUSE","16;16","8;8","5;5","Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B",2,16,8,5
"808","HS74L_MOUSE",-0.83304846083275,-1.12059608438212,0.394326270677539,1.13394815745345,1.4751784599358,0.51634446809738,0.550661502757254,0.86545918949254,-1.17925648991873,-1.40596146839948,-0.242267897968627,1.34796328591559,-0.10634252927097,0.851910905070743,-0.369880642592813,1.05606218564374,0.444222930886235,1.25110957622191,0.232379810098789,0.768236717906138,NA,-0.919747509135687,-1.19573348801489,0.258277238717288,0.968160589178324,1.29567078693751,0.375389358234454,0.408326581939977,0.71046696011504,-1.25203529028207,-1.46962497031661,-0.352720906960105,1.17357064958677,0.169161418165195,0.790992442281521,0.958253434341713,0.758724248525367,0.946612410456016,-0.263538113321843,0.144373749769168,0.848403079736876,-1.22179154766356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P48722|HS74L_MOUSE","sp|P48722|HS74L_MOUSE","25","24","24","Heat shock 70 kDa protein 4L",1,25,24,24
"809","HS90A_MOUSE",4.30236003790261,3.61113039170309,4.45583130632629,4.36207707222717,4.77952722758848,4.24668755200852,4.28811764267483,4.68949068033625,3.45032172483335,3.56623552507025,3.83474097217649,4.85036014006177,4.18284970203979,4.50095577565202,3.92541459053547,0.386344879045061,0.272702441330175,0.637303906249951,0.257444971241126,0.770704478026563,NA,0.206039723206745,-1.22840004610311,0.524523301108454,0.329964513486452,1.19625708043172,0.0905081798739411,0.176483904475197,1.0094132365948,-1.56211019333986,-1.32156587382777,-0.764363367073108,1.34324954116656,0.232293082131015,0.790992442281521,0.318106073612234,0.520752038081025,0.861008694535009,-0.257435111504318,0.171036751598364,0.848403079736876,-0.575541185116552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P07901|HS90A_MOUSE","sp|P07901|HS90A_MOUSE","61","42","42","Heat shock protein HSP 90-alpha",1,61,42,42
"810","HS90B_MOUSE",6.09711112494268,6.09547957887953,6.3778333876006,6.25913905046758,6.34116679131803,6.17893431336374,6.40667582166884,6.53981580703616,5.73228593494012,6.13461543483994,6.13164751044119,6.47010106359266,6.2073907854726,6.3666481833467,6.11716248595348,0.137130455209466,0.149972259710033,0.301778075449022,0.28524276209454,0.770704478026563,NA,-0.610253858691922,-0.617723751868731,0.675008851185306,0.131577047999223,0.507133997036192,-0.23563343534131,0.807061452282981,1.41663141216441,-2.28057458029972,-0.438543604883614,-0.452131991210156,1.09744846162735,0.168462787729177,0.790992442281521,0.159257397874098,0.613855663320371,0.891328914547061,-0.0902282995191204,0.206526930352159,0.848403079736876,-0.249485697393219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P11499|HS90B_MOUSE;REV__sp|Q8BL66|EEA1_MOUSE","sp|P11499|HS90B_MOUSE","75;1","75;1","54;0","Heat shock protein HSP 90-beta",2,75,75,54
"811","HSDL2_MOUSE",-4.78245368220858,-3.40551277768718,-3.58350687173823,-2.9883113681258,-3.5023085004373,-3.79871968877654,-3.3349221835983,-4.02605477779169,-4.32521018815749,-5.05581444299675,-5.6860791194687,-3.14722883167187,-3.68994617493995,-3.66550128765096,-4.5535831455737,0.769869196316331,0.307495469606702,1.09007187391611,0.247534733724094,0.770704478026563,NA,-0.973136391505168,0.675472774019764,0.462360726946215,1.17498736133017,0.559579408381884,0.204686761750789,0.759990780589719,-0.0675011804950489,-0.425679479814913,-1.3004307977142,-2.05504569725444,0.984715733765221,0.955847081682436,0.984245982679294,0.024444887288988,0.248180806235387,0.844326366312773,-0.863636970633758,0.202451281065554,0.848403079736876,-0.888081857922746,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"sp|Q2TPA8|HSDL2_MOUSE","sp|Q2TPA8|HSDL2_MOUSE","3","3","3","Hydroxysteroid dehydrogenase-like protein 2",1,3,3,3
"812","HSP72_MOUSE",0.232026838361083,-5.78462603503558,0.179476070120632,1.53804160111968,1.30862914057403,0.662025350265704,0.80634503292023,1.17252017715933,-1.03109066893441,-5.151530389299,0.065174791404381,1.00948471957407,-0.958770381358547,0.987379925229822,-1.27699038681374,3.27803578731586,0.303373918307323,2.71427723220897,0.408503339573129,0.795466368315593,NA,0.263341724179418,-2.18119501335401,0.241990603173685,0.793969156824047,0.700759992251587,0.438048023770562,0.496684407424682,0.645459583805888,-0.249856762650073,-1.92397133817432,0.195550550731174,0.579219072017355,0.320953391834459,0.790992442281521,1.94615030658837,0.886190936491129,0.981691830751734,-0.318220005455193,0.193645795493748,0.848403079736876,-2.26437031204356,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"sp|P17156|HSP72_MOUSE","sp|P17156|HSP72_MOUSE","34","19","17","Heat shock-related 70 kDa protein 2",1,34,19,17
"813","HSP74_MOUSE",2.24142553636333,2.37958522164856,2.39657929671202,1.88809981513494,2.48896217694321,2.35032711938477,2.56597344823061,2.45901736460393,1.88941397515622,2.54713617192319,2.36793487464105,2.46040380799651,2.22642246746471,2.46607002729063,2.31622220742924,0.23600811071127,0.0893511887865395,0.293796448825051,0.352708781304604,0.781089706588129,NA,-0.417512780313443,0.190880775940818,0.265715093504328,-1.97340147252108,0.672528042772673,0.0620411593133834,1.01165129072649,0.540664461635754,-1.96761449864963,0.928700337999876,0.139577850395913,0.546769739194914,0.133260505561468,0.790992442281521,0.239647559825921,0.651277968969797,0.898522383115739,0.0897997399645281,0.390806549216557,0.849800198774195,-0.149847819861393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q61316|HSP74_MOUSE","sp|Q61316|HSP74_MOUSE","36","36","34","Heat shock 70 kDa protein 4",1,36,36,34
"814","HSP7C_MOUSE",6.57768573555226,6.4925078049557,6.57282562912493,6.9653046042643,6.70184251328795,6.69092199517514,6.61445315964858,6.74598169235135,6.41624656292318,6.56112800499396,6.5376888728552,6.78983861839303,6.6520809434743,6.68829984011575,6.57622551479134,0.212437206431883,0.0546833551371114,0.15592394582507,0.599475288400367,0.829466212069023,NA,-0.411252966677518,-0.983792056751168,-0.443921063825173,2.19419838478721,0.4232895967942,0.349885330458447,-0.164113979042723,0.719979188106955,-1.49639598849012,-0.522548790855655,-0.680099218447132,1.01477156394272,0.760576781776483,0.92233226110975,0.0362188966414578,0.587548109385075,0.880146190372075,-0.0758554286829529,0.251270769856817,0.848403079736876,-0.112074325324411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P63017|HSP7C_MOUSE","sp|P63017|HSP7C_MOUSE","60","60","44","Heat shock cognate 71 kDa protein",1,60,60,44
"815","HSPB1_MOUSE",-4.378613637943,-5.28552549459688,-0.920899076243217,0.626026789624412,-0.381413051671299,-4.23502094425844,-1.20209027774293,-0.0635531218435368,-5.16770936778946,-1.34934609210895,-0.358517529307118,-0.869456557283264,-2.48975285478967,-1.47051934887905,-1.9362573866222,2.80199480624274,1.90440101936911,2.191960601916,0.828700704036036,0.92821972058753,NA,-1.12145742374887,-1.54293247387834,0.48546877038294,1.20438169679313,0.736187622035774,-1.05472465658424,0.354788953068245,0.883908736138968,-1.48817901841528,0.286353799986485,0.746828007168446,0.509375987052738,0.572266185299595,0.852697050671173,1.01923350591062,0.766789094193606,0.947311214361492,0.553495468167474,0.759454147272346,0.941953483205787,-0.465738037743145,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"sp|P14602|HSPB1_MOUSE","sp|P14602|HSPB1_MOUSE","5","5","5","Heat shock protein beta-1",1,5,5,5
"816","HTRA2_MOUSE",-3.47175474764569,-4.96106977216363,-3.35236608601955,-2.51523563095209,-5.0025294684969,-4.45027303977252,-3.74394241712802,-4.72955417691356,-3.1562586494178,-4.15184020812096,-3.59319571781412,-3.63732703531024,-3.57510655919524,-4.48157477557775,-3.63465540266578,1.01727009320333,0.540977162320767,0.407459453852326,0.182693165813975,0.766529100739804,NA,0.55176446960947,-1.38014249835347,0.706632837613729,1.79254020617887,-1.43392311220432,-0.717548117531661,0.198688561148331,-1.07982551753172,0.961019127285993,-0.330427557109472,0.394233891724853,0.336987709169388,0.181826617272079,0.790992442281521,-0.906468216382508,0.9187663518412,0.986867479736884,-0.0595488434705369,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"sp|Q9JIY5|HTRA2_MOUSE","sp|Q9JIY5|HTRA2_MOUSE","5","5","5","Serine protease HTRA2, mitochondrial",1,5,5,5
"817","HUWE1_MOUSE",-4.94983432184522,-4.06482677130257,-3.52416083446558,-4.91880534481952,-3.7631322944544,-3.91053912569448,-3.7114880794668,-5.79854217020926,-4.97267126700505,-4.70363271368142,-5.23187157067458,-5.35325541918893,-4.36440681810822,-4.29592541745624,-5.06535774263749,0.694224892961701,1.00528855119416,0.288702676600981,0.299897970239388,0.770704478026563,NA,-0.499838588150811,0.681036511759446,1.40245289039822,-0.458436290144575,1.08359069931639,0.886904177872189,1.15250013121432,-1.63227860475517,-0.530310169868638,-0.171329132541957,-0.876163924794063,-1.03812770030533,0.914837520863686,0.973678867018007,0.0684814006519892,NA,NA,NA,0.225108702730742,0.848403079736876,-0.769432325181259,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"sp|Q7TMY8|HUWE1_MOUSE","sp|Q7TMY8|HUWE1_MOUSE","6","6","6","E3 ubiquitin-protein ligase HUWE1",1,6,6,6
"818","HVCN1_MOUSE",0.141655640059913,0.44030534228185,0.0976232317571579,-0.33520468654789,-0.49903484734612,0.0405731257024549,0.0817233559086077,-0.405534933309731,0.719913699128757,0.459040882025246,0.722731485434192,-0.497367956614195,0.0860948818877576,-0.195568324761197,0.3510795274935,0.319467409561619,0.299350055860427,0.578988373909765,0.236091902268996,0.768236717906138,NA,0.137341045085164,0.808425392388719,0.0383975009724068,-0.934193594513253,-1.30233009593931,-0.0897976149124496,0.00266949680348733,-1.09223000771816,1.43672265925083,0.850525308667,1.44305439931136,-1.2985844893958,0.245794983835603,0.790992442281521,-0.281663206648955,0.461677096323572,0.861008694535009,0.264984645605742,0.160831063936962,0.848403079736876,0.546647852254697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q3U2S8|HVCN1_MOUSE","sp|Q3U2S8|HVCN1_MOUSE","5","5","5","Voltage-gated hydrogen channel 1",1,5,5,5
"819","HVM51_MOUSE",-3.27511042000556,-4.49690259274043,-4.8127651316645,-5.30907124782575,-5.11108839022117,-3.67502681993626,-2.52798529129065,-3.64089621462294,-1.94978459309836,-0.503129801092218,-4.00363367604941,-1.32059150335267,-4.47346234805906,-3.73874917901775,-1.94428489339816,0.866018745153543,1.05875710845599,1.49519999778956,0.0355412023257789,0.733765936077016,3,0.0719928378005415,-0.724832700211494,-0.930831185987216,-1.2545109384476,-1.12539094525366,-0.188823696832605,0.559251142392546,-0.166564479145375,0.936340710240005,1.87981662102252,-0.40313374133935,1.34668637576168,NA,NA,NA,0.0342978540761242,0.844326366312773,2.5291774546609,0.103138855389365,0.848403079736876,1.79446428561959,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"sp|P06330|HVM51_MOUSE;sp|P01757|HVM13_MOUSE;sp|P01756|HVM12_MOUSE","sp|P06330|HVM51_MOUSE;sp|P01757|HVM13_MOUSE;sp|P01756|HVM12_MOUSE","2;1;1","2;1;1","2;1;1","Ig heavy chain V region AC38 205.12;Ig heavy chain V region J558;Ig heavy chain V region MOPC 104E",3,2,2,2
"820","HVM53_MOUSE",-3.58102667172109,-0.104118766627217,-4.17081235462729,-1.13038252193774,-5.08503486613854,-0.297852787872358,-1.03842818067965,-1.11935399110125,-0.207265180803478,-3.53168935535225,-1.07149022704586,-3.4941598210748,-2.24658507872834,-1.88516745644795,-2.0761511460691,1.94246021157848,2.16503710218479,1.69621327220902,0.966119010968642,0.987089792125458,NA,-0.856413172452284,1.11330278350052,-1.1905348408781,0.531910308051388,-1.7084544169407,1.00354980663899,0.584003701991976,0.538158121842349,1.05486892693945,-0.828462906892121,0.565273599831783,-0.807201911633244,0.812122473303578,0.938776037397452,0.361417622280387,NA,NA,NA,0.894342263322437,0.973513545649341,-0.19098368962115,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"sp|P18524|HVM53_MOUSE;sp|P18528|HVM57_MOUSE;sp|P18530|HVM59_MOUSE;sp|P18526|HVM55_MOUSE;sp|P18525|HVM54_MOUSE;sp|P18527|HVM56_MOUSE;sp|P01804|HVM35_MOUSE;sp|P01803|HVM34_MOUSE;sp|P01800|HVM31_MOUSE;sp|P01799|HVM30_MOUSE;sp|P01798|HVM29_MOUSE;sp|P01797|HVM28_MOUSE;sp|P01796|HVM27_MOUSE;sp|P01802|HVM33_MOUSE;sp|P01801|HVM32_MOUSE;sp|P18529|HVM58_MOUSE;sp|P84751|HVM63_MOUSE","sp|P18524|HVM53_MOUSE;sp|P18528|HVM57_MOUSE;sp|P18530|HVM59_MOUSE;sp|P18526|HVM55_MOUSE;sp|P18525|HVM54_MOUSE","3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1","3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1","3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1","Ig heavy chain V region RF;Ig heavy chain V region 6.96;Ig heavy chain V region 7-39;Ig heavy chain V region 345;Ig heavy chain V region 5-84",17,3,3,3
"821","HXK1_MOUSE",1.05262964335249,0.967849222655978,1.08085181607603,0.933644340560019,1.35369200699004,1.16909847890988,0.966373459450782,1.54485345495522,0.72023755820949,0.747338858886,0.977149656794484,1.49739858766692,1.00874375566113,1.25850435007648,0.985531165389223,0.0693729738286613,0.247918243883187,0.360182722407806,0.295019823443447,0.770704478026563,NA,-0.119452302467022,-0.439628719018816,-0.0128702159936091,-0.568804730273396,1.01752092739154,0.320396593095947,-0.445201993730557,1.73944925576629,-1.37474339251985,-1.27239432108084,-0.404505283084211,1.56023418191453,0.135182000354821,0.790992442281521,0.249760594415352,0.906772864804328,0.986867479736884,-0.0232125902719069,0.26394078626426,0.848403079736876,-0.272973184687259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P17710|HXK1_MOUSE;sp|Q91W97|HKDC1_MOUSE","sp|P17710|HXK1_MOUSE","22;2","22;2","19;1","Hexokinase-1",2,22,22,19
"822","HXK2_MOUSE",-4.52307882668025,-6.21421899148065,-1.98884232194331,-2.14567558909515,-6.20092006917035,-5.97817466090685,-6.23668500415492,-3.24182896841546,-1.52931646187893,-1.05063200951508,-1.77600675630032,-1.78442611582115,-3.71795393229984,-5.4144021756619,-1.53509533587887,2.02825470875975,1.45289059037582,0.34396814789177,0.013809203856546,0.646938803479089,3,-0.456965748185115,-1.25591514076922,0.740289664622733,0.666196549140057,-1.24963229909648,-1.14440015315308,-1.26652881286659,0.148338186589525,0.957384565694078,1.18353060634511,0.840840079916564,0.836862501762415,NA,NA,NA,0.119002139182404,0.844326366312773,2.18285859642097,0.0105887012232024,0.848403079736876,3.87930683978303,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"sp|O08528|HXK2_MOUSE","sp|O08528|HXK2_MOUSE","9","5","5","Hexokinase-2",1,9,5,5
"823","HXK3_MOUSE",-1.579104774442,-1.374666174226,-1.57262902224172,-1.72636458582985,-1.11611622889881,-1.54647563250985,-1.30129530440284,-1.18436765520106,-1.54131579527219,-1.47892483948057,-1.38752925253469,-1.46146997216756,-1.56319113918489,-1.28706370525314,-1.46730996486376,0.144348598338004,0.18909134017331,0.0632741016562885,0.0605329240158849,0.733765936077016,NA,-0.796984040432959,0.367526908431713,-0.760097247374301,-1.63579658614451,1.84026367068576,-0.611123870230745,0.785457676625761,1.45149397102717,-0.581732713417572,-0.226345075991434,0.294257009739611,-0.126919702918504,0.0623035114890346,0.790992442281521,0.276127433931753,0.288907000140638,0.844326366312773,0.0958811743211374,0.15144728043562,0.848403079736876,-0.180246259610616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q3TRM8|HXK3_MOUSE","sp|Q3TRM8|HXK3_MOUSE","11","10","8","Hexokinase-3",1,11,10,8
"824","HYEP_MOUSE",1.44501316608468,1.86921441035869,2.03772590905459,1.71526374178962,2.13687027039487,1.94015060148391,2.1701778385245,2.41894702555775,1.78123326766198,1.75472989541895,2.01410849985691,2.75170509551559,1.76680430682189,2.16653643399026,2.07544418961336,0.251722275509838,0.196515472660122,0.465656742241788,0.244842564054893,0.770704478026563,NA,-1.61819390753796,-0.387827827021765,0.100928005194624,-0.834350988462161,0.388489300485707,-0.182082359228892,0.48509557546568,1.20663322707516,-0.643010986336511,-0.719882166389089,0.0324273593838884,2.17177476737131,0.0486293376543286,0.790992442281521,0.399732127168362,0.300261581691291,0.844326366312773,0.308639882791467,0.7365798432423,0.93783268048312,-0.0910922443768953,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9D379|HYEP_MOUSE","sp|Q9D379|HYEP_MOUSE","23","23","23","Epoxide hydrolase 1",1,23,23,23
"825","HYOU1_MOUSE",1.81717791434437,2.12051649918441,1.9644879743279,1.8847559044177,1.80549549243796,2.07492675706402,2.20942423077098,2.35969459753779,1.65085173170522,2.28561440433981,1.9870181370833,2.1896371071411,1.9467345730686,2.11238526945269,2.02828034506735,0.130564957381782,0.235345801717503,0.280720353567238,0.598180685600797,0.829466212069023,NA,-0.9857173390375,0.424985043055978,-0.300639136293623,-0.671440038562175,-1.04004745474202,0.212965995620311,0.83845815529404,1.53730352133205,-1.75923166850305,1.19278716161657,-0.19586066149206,0.746436421711474,0.276503991813088,0.790992442281521,0.165650696384091,0.624707488965329,0.891328914547061,0.0815457719987585,0.662741961638352,0.910070949358563,-0.0841049243853327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9JKR6|HYOU1_MOUSE","sp|Q9JKR6|HYOU1_MOUSE","32","32","32","Hypoxia up-regulated protein 1",1,32,32,32
"826","ICAL_MOUSE",0.91838454457432,0.570188064007649,0.630640184384479,1.16840250029668,0.972926524441959,0.901725336570859,0.696592565988752,0.650127333824255,0.858647500809528,0.730994740263679,0.963864905911041,0.486563674758152,0.821903823315782,0.805342940206456,0.7600177054356,0.276473305393362,0.156303500058111,0.205670413589551,0.918310395875448,0.966039626430304,NA,0.614745421995683,-1.13077099613556,-0.827723221336475,1.8680907913422,0.888165535781469,0.531232455305786,-0.497102519146257,-0.730033723630042,0.315282341575196,-0.324643682346499,0.842739447916312,-1.54998185132181,0.921208339749645,0.977069376052818,-0.0165608831093254,0.732735403164163,0.939156353835445,-0.0618861178801815,0.738474134367918,0.93783268048312,-0.0453252347708561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P51125|ICAL_MOUSE","sp|P51125|ICAL_MOUSE","26","26","26","Calpastatin",1,26,26,26
"827","ICAM1_MOUSE",-1.1617693972897,-0.436441460611579,-0.842175953585123,-0.31345342667041,-0.323425323739386,-0.659217513654148,-0.531613076128224,-0.299345107567962,-1.03569870115372,-0.352488334851561,0.0173121394751057,0.094135271169236,-0.688460059539202,-0.45340025527243,-0.319184906340235,0.38806943287045,0.172341193136611,0.515934416855328,0.426199012130772,0.795466368315593,NA,-1.75882435585829,0.13182590964833,-0.925767474082103,0.45240829351451,0.426415402729951,-0.448865364649525,-0.116249796589205,0.489183241655977,-1.43020666023537,0.350659338614583,1.31458659084788,1.51483487440326,0.328380412098683,0.790992442281521,0.235059804266772,0.299384949498117,0.844326366312773,0.369275153198967,0.649795734291528,0.902958722994253,0.134215348932195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P13597|ICAM1_MOUSE","sp|P13597|ICAM1_MOUSE","9","9","9","Intercellular adhesion molecule 1",1,9,9,9
"828","IDE_MOUSE",-0.0367899200667168,-0.267100837221594,-0.275332709729092,-0.759486342850604,-0.500988373388019,-5.32143137094121,0.256732451796811,-0.365391892286453,-4.51162759717646,-0.557490454316984,0.257586215602501,-0.25234161303635,-0.334677452467002,-1.48276979620472,-1.26596836223182,0.304021914082484,2.58028544277008,2.18974142717881,0.690042441534549,0.868021070022329,NA,0.535934031828452,0.411383522414964,0.406931784186913,0.145104935574589,0.28489880282434,-2.32196255816008,0.694668847318217,0.358228417436223,-1.88402642472209,0.254342878469733,0.695130556724923,0.419365206103818,0.440296639157336,0.807622767892529,-1.14809234373772,0.459267935886876,0.861008694535009,-0.93129090976482,0.902343687351443,0.974428607324683,0.216801433972897,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"sp|Q9JHR7|IDE_MOUSE","sp|Q9JHR7|IDE_MOUSE","10","10","10","Insulin-degrading enzyme",1,10,10,10
"829","IDH3A_MOUSE",1.28479731361625,1.613051342365,1.81869777512033,1.48857505860142,1.72546627174901,1.7045905943025,1.94565931887587,2.16081707216678,1.54674610205526,1.50104589949401,1.48006626152769,2.04587851706002,1.55128037242575,1.88413331427354,1.64343419503424,0.223810110737822,0.214281878065889,0.26973661725206,0.178424147264419,0.766529100739804,NA,-1.5708833203671,-0.307508882658591,0.483977050779517,-0.786589537379925,0.125150386572374,0.0448046940722876,0.972622900958946,1.80071572473533,-0.562702538659592,-0.738592132258991,-0.819337944945772,1.35834359915152,0.0753512220689821,0.790992442281521,0.332852941847789,0.618475765703469,0.891328914547061,0.0921538226084921,0.214188243365902,0.848403079736876,-0.240699119239297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9D6R2|IDH3A_MOUSE","sp|Q9D6R2|IDH3A_MOUSE","17","17","17","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",1,17,17,17
"830","IDHC_MOUSE",2.73510946420888,3.18795846468307,2.80330571055753,2.51933202391729,2.26613907894078,2.76265201910712,2.81360391269073,2.69604261372563,2.63530842754059,3.38771136713042,3.05079321427013,2.82162470419705,2.81142641584169,2.63460940611607,2.97385942828455,0.278678871678023,0.25031870693934,0.324029024438293,0.293680476432276,0.770704478026563,NA,-0.241317610103713,1.28660389296493,-0.0112221232735045,-0.969354970357118,-1.82363298499289,-0.148388483983497,0.0235242148343122,-0.373129937939302,-0.578048285879404,1.96057414492549,0.823805619455961,0.0505865243487333,0.381990152963257,0.791691426646946,-0.176817009725626,0.476594619729089,0.861008694535009,0.162433012442855,0.151728887157923,0.848403079736876,0.339250022168481,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|O88844|IDHC_MOUSE","sp|O88844|IDHC_MOUSE","25","24","24","Isocitrate dehydrogenase [NADP] cytoplasmic",1,25,24,24
